"ID","PESSOAJURIDICA","PODER","TIPOJURISDICIONADO_FK","LOCALIDADE_FK","NOME","CODIGO_SAGRES","PREVIDENCIARIO","MUNICIPIO_IMPORTACAO","TRAMITA_ID","CANCELLED","ESFERA"
42389,42389,1,13,5566,"SECRETARIA DE ESTADO DA ARTICULACAO MUNICIPAL","0",FALSE,"PARAIBA",42389,FALSE,2
819,819,1,13,5566,"SECRETARIA DA AGRICULTURA, IRRIGACAO E ABASTECIMENTO","0",FALSE,"PARAIBA",819,FALSE,2
561,561,3,14,5566,"JUSTICA COMUM","0",FALSE,"PARAIBA",561,FALSE,2
319,319,1,5,5566,"FUNDACAO ESTADUAL DO BEM ESTAR DO MENOR ALICE DE ALMEIDA","0",FALSE,"PARAIBA",319,FALSE,2
33998,33998,1,7,5566,"ESCRITORIO DE REPRESENTACAO INSTITUCIONAL DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",33998,FALSE,2
552,552,1,8,5566,"INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO","0",FALSE,"PARAIBA",552,FALSE,2
578,578,1,2,5566,"PARAIBA PREVIDENCIA","0",TRUE,"PARAIBA",578,FALSE,2
529,529,1,2,5566,"INSTITUTO DE ASSISTENCIA A SAUDE DO SERVIDOR - IPEP","0",FALSE,"PARAIBA",529,FALSE,2
17433,17433,1,6,5566,"FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO","0",FALSE,"PARAIBA",17433,FALSE,2
21706,21706,1,6,5566,"FUNDO DE MODERNIZACAO E REAPARELHAMENTO DA PGE","0",FALSE,"PARAIBA",21706,FALSE,2
39573,39573,1,6,5566,"FUNDO DE APOIO AO ESPORTE E LAZER","0",FALSE,"PARAIBA",39573,FALSE,2
15671,15671,1,13,5566,"SECRETARIA DE ESTADO DA ADMINISTRACAO PENITENCIARIA","0",FALSE,"PARAIBA",15671,FALSE,2
830,830,1,7,5566,"SECRETARIA DA SEGURANCA PUBLICA","0",FALSE,"PARAIBA",830,FALSE,2
834,834,1,7,5566,"SECRETARIA DE CONTROLE DA DESPESA PUBLICA","0",FALSE,"PARAIBA",834,FALSE,2
846,846,1,7,5566,"SECRETARIA DE ESTADO DO ACOMPANHAMENTO DA ACAO GOVERNAMENTAL","0",FALSE,"PARAIBA",846,FALSE,2
848,848,1,7,5566,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO ECONOMICO","0",FALSE,"PARAIBA",848,FALSE,2
854,854,1,7,5566,"SECRETARIA DE ORCAMENTO E FINANCAS","0",FALSE,"PARAIBA",854,FALSE,2
856,856,1,7,5566,"SECRETARIA DE RECURSOS HIDRICOS","0",FALSE,"PARAIBA",856,FALSE,2
860,860,1,7,5566,"SECRETARIA DO INTERIOR E JUSTICA","0",FALSE,"PARAIBA",860,FALSE,2
862,862,1,7,5566,"SECRETARIA DO TRABALHO E ACAO SOCIAL","0",FALSE,"PARAIBA",862,FALSE,2
865,865,1,8,5566,"SECRETARIA EXTRAORDINARIA DE ARTICULACAO GOVERNAMENTAL","0",FALSE,"PARAIBA",865,FALSE,2
867,867,1,7,5566,"SECRETARIA EXTRAORDINARIA DO MEIO AMBIENTE REC. HIDRICOS E MINERAIS","0",FALSE,"PARAIBA",867,FALSE,2
881,881,1,11,5566,"SUPERINTENDENCIA DOS ESTADIOS DA PARAIBA","0",FALSE,"PARAIBA",881,FALSE,2
886,886,1,11,5566,"TERCEIROS","0",FALSE,"PARAIBA",886,FALSE,2
564,564,3,7,5566,"JUSTICA MILITAR","0",FALSE,"PARAIBA",564,FALSE,2
262,262,1,2,5566,"COMPLEXO DE SAUDE CRUZ DAS ARMAS","0",FALSE,"PARAIBA",262,FALSE,2
270,270,1,2,5566,"CONSELHO E. E. E. F. M. PREFEITO JOAQUIM LACERDA LEITE","0",FALSE,"PARAIBA",270,FALSE,2
272,272,1,11,5566,"CONSELHO REGIONAL DE CONTABILIDADE DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",272,FALSE,2
273,273,1,2,5566,"CONSORCIO DE DESENVOLVIMENTO INTERMUNICIPAL DO CARIRI PARAIBANO","0",FALSE,"PARAIBA",273,FALSE,2
276,276,1,6,5566,"CONSORCIO INTERMUNICIPAL DE SAUDE PUBLICA DO BREJO PARAIBANO","0",FALSE,"PARAIBA",276,FALSE,2
295,295,1,11,5566,"ESCOLA DE CONTAS OTACILIO SILVEIRA","0",FALSE,"PARAIBA",295,FALSE,2
297,297,1,7,5566,"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO EM BRASILIA","0",FALSE,"PARAIBA",297,FALSE,2
238,238,2,3,1266,"CAMARA MUNICIPAL DE UIRAUNA","101218",FALSE,"UIRAUNA",238,FALSE,1
239,239,2,3,1433,"CAMARA MUNICIPAL DE UMBUZEIRO","101219",FALSE,"UMBUZEIRO",239,FALSE,1
586,586,1,9,1313,"PREFEITURA MUNICIPAL DE AGUA BRANCA","201001",FALSE,"AGUA BRANCA",586,FALSE,1
587,587,1,9,1293,"PREFEITURA MUNICIPAL DE AGUIAR","201002",FALSE,"AGUIAR",587,FALSE,1
588,588,1,9,1390,"PREFEITURA MUNICIPAL DE ALAGOA GRANDE","201003",FALSE,"ALAGOA GRANDE",588,FALSE,1
589,589,1,9,1391,"PREFEITURA MUNICIPAL DE ALAGOA NOVA","201004",FALSE,"ALAGOA NOVA",589,FALSE,1
590,590,1,9,5565,"PREFEITURA MUNICIPAL DE ALAGOINHA","201005",FALSE,"ALAGOINHA",590,FALSE,1
591,591,1,9,1356,"PREFEITURA MUNICIPAL DE ALCANTIL","201006",FALSE,"ALCANTIL",591,FALSE,1
592,592,1,9,1368,"PREFEITURA MUNICIPAL DE ALGODAO DE JANDAIRA","201007",FALSE,"ALGODAO DE JANDAIRA",592,FALSE,1
593,593,1,9,1460,"PREFEITURA MUNICIPAL DE ALHANDRA","201008",FALSE,"ALHANDRA",593,FALSE,1
594,594,1,9,1339,"PREFEITURA MUNICIPAL DE AMPARO","201009",FALSE,"AMPARO",594,FALSE,1
595,595,1,9,1267,"PREFEITURA MUNICIPAL DE APARECIDA","201010",FALSE,"APARECIDA",595,FALSE,1
298,298,1,7,5566,"ESCRITORIO DE REPRESENTACAO DO GOVERNO DO ESTADO EM CAMPINA GRANDE","0",FALSE,"PARAIBA",298,FALSE,2
299,299,1,11,5566,"FEDERACAO DAS ASSOCIACOES DE MUNICIPIOS DA PARAIBA","0",FALSE,"PARAIBA",299,FALSE,2
305,305,1,5,5566,"FUNDACAO CENTRO DE TECNOLOGIA INDUSTRIAL DA PARAIBA","0",FALSE,"PARAIBA",305,FALSE,2
309,309,1,5,5566,"FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",309,FALSE,2
312,312,1,5,5566,"FUNDACAO DE COLONIZ. E DESENV. AGRARIO DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",312,FALSE,2
321,321,1,5,5566,"FUNDACAO INSTITUTO DE PLANEJAMENTO DA PARAIBA","0",FALSE,"PARAIBA",321,FALSE,2
326,326,1,5,5566,"FUNDACAO MIGUEL MOTA","0",FALSE,"PARAIBA",326,FALSE,2
333,333,1,5,5566,"FUNDACAO SOCIAL DO TRABALHO","0",FALSE,"PARAIBA",333,FALSE,2
465,465,1,7,5566,"GABINETE DO GOVERNADOR","0",FALSE,"PARAIBA",465,FALSE,2
469,469,1,7,5566,"HEMOCENTRO REGIONAL DE CAMPINA GRANDE","0",FALSE,"PARAIBA",469,FALSE,2
475,475,1,7,5566,"HOSPITAL REGIONAL DE PICUI","0",FALSE,"PARAIBA",475,FALSE,2
577,577,1,11,5566,"OUVIDORIA DO TCE","0",FALSE,"PARAIBA",577,FALSE,2
583,583,1,11,5566,"PODER JUDICIARIO DO ESTADO","0",FALSE,"PARAIBA",583,FALSE,2
1,1,1,11,5566,"* ORIGEM NAO CADASTRADA","0",FALSE,"PARAIBA",1,FALSE,2
3,3,1,2,5566,"AGENCIA DE AGUAS, IRRIGACAO E SANEAMENTO DO ESTADO","0",FALSE,"PARAIBA",3,FALSE,2
6,6,1,2,5566,"AGENCIA ESTADUAL DE ENERGIA ELETRICA DA PARAIBA","0",FALSE,"PARAIBA",6,FALSE,2
487,487,1,2,5566,"INSTITUTO DE PLANEJAMENTO DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",487,TRUE,2
350,350,1,6,5566,"FUNDO DE PROTECAO AO MEIO AMBIENTE","0",FALSE,"PARAIBA",350,TRUE,2
352,352,1,6,5566,"FUNDO DE URBANIZACAO","0",FALSE,"PARAIBA",352,TRUE,2
356,356,1,6,5566,"FUNDO ESPECIAL DE OBRAS PUBLICAS DO ESTADO","0",FALSE,"PARAIBA",356,TRUE,2
559,559,1,2,5566,"JUNTA COMERCIAL DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",559,FALSE,2
850,850,1,13,5566,"SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONOMICO","0",FALSE,"PARAIBA",850,FALSE,2
888,888,5,14,5566,"TRIBUNAL DE CONTAS","0",FALSE,"PARAIBA",888,FALSE,2
15674,15674,1,13,5566,"SECRETARIA DE ESTADO DA CULTURA","0",FALSE,"PARAIBA",15674,FALSE,2
294,294,1,13,5566,"ENCARGOS GERAIS DO ESTADO","0",FALSE,"PARAIBA",294,FALSE,2
15,15,1,10,5566,"BANCO DO ESTADO DA PARAIBA - CREDITO IMOBILIARIO S/A","0",FALSE,"PARAIBA",15,FALSE,2
304,304,1,5,5566,"FUNDACAO CASA DO ESTUDANTE DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",304,FALSE,2
816,816,1,2,5566,"RADIO TABAJARA - SUPERINTENDENCIA DE RADIODIFUSAO","0",FALSE,"PARAIBA",816,FALSE,2
579,579,1,10,5566,"PB-TUR HOTEIS S/A","0",FALSE,"PARAIBA",579,FALSE,2
310,310,1,5,5566,"FUNDACAO DE APOIO A PESQUISA DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",310,FALSE,2
317,317,1,5,5566,"FUNDACAO ERNANI SATYRO","0",FALSE,"PARAIBA",317,FALSE,2
664,664,1,9,1387,"PREFEITURA MUNICIPAL DE ESPERANCA","201078",FALSE,"ESPERANCA",664,FALSE,1
665,665,1,9,1414,"PREFEITURA MUNICIPAL DE FAGUNDES","201079",FALSE,"FAGUNDES",665,FALSE,1
667,667,1,9,1430,"PREFEITURA MUNICIPAL DE GADO BRAVO","201081",FALSE,"GADO BRAVO",667,FALSE,1
668,668,1,9,1404,"PREFEITURA MUNICIPAL DE GUARABIRA","201082",FALSE,"GUARABIRA",668,FALSE,1
669,669,1,9,1421,"PREFEITURA MUNICIPAL DE GURINHEM","201083",FALSE,"GURINHEM",669,FALSE,1
670,670,1,9,1363,"PREFEITURA MUNICIPAL DE GURJAO","201084",FALSE,"GURJAO",670,FALSE,1
671,671,1,9,1306,"PREFEITURA MUNICIPAL DE IBIARA","201085",FALSE,"IBIARA",671,FALSE,1
672,672,1,9,1294,"PREFEITURA MUNICIPAL DE IGARACY","201086",FALSE,"IGARACY",672,FALSE,1
673,673,1,9,1316,"PREFEITURA MUNICIPAL DE IMACULADA","201087",FALSE,"IMACULADA",673,FALSE,1
674,674,1,9,1422,"PREFEITURA MUNICIPAL DE INGA","201088",FALSE,"INGA",674,FALSE,1
675,675,1,9,1423,"PREFEITURA MUNICIPAL DE ITABAIANA","201089",FALSE,"ITABAIANA",675,FALSE,1
676,676,1,9,1307,"PREFEITURA MUNICIPAL DE ITAPORANGA","201090",FALSE,"ITAPORANGA",676,FALSE,1
677,677,1,9,1438,"PREFEITURA MUNICIPAL DE ITAPOROROCA","201091",FALSE,"ITAPOROROCA",677,FALSE,1
678,678,1,9,1424,"PREFEITURA MUNICIPAL DE ITATUBA","201092",FALSE,"ITATUBA",678,FALSE,1
679,679,1,9,1439,"PREFEITURA MUNICIPAL DE JACARAU","201093",FALSE,"JACARAU",679,FALSE,1
680,680,1,9,1246,"PREFEITURA MUNICIPAL DE JERICO","201094",FALSE,"JERICO",680,FALSE,1
682,682,1,9,1425,"PREFEITURA MUNICIPAL DE JUAREZ TAVORA","201096",FALSE,"JUAREZ TAVORA",682,FALSE,1
683,683,1,9,1333,"PREFEITURA MUNICIPAL DE JUAZEIRINHO","201097",FALSE,"JUAZEIRINHO",683,FALSE,1
685,685,1,9,1446,"PREFEITURA MUNICIPAL DE JURIPIRANGA","201099",FALSE,"JURIPIRANGA",685,FALSE,1
686,686,1,9,1317,"PREFEITURA MUNICIPAL DE JURU","201100",FALSE,"JURU",686,FALSE,1
687,687,1,9,1247,"PREFEITURA MUNICIPAL DE LAGOA","201101",FALSE,"LAGOA",687,FALSE,1
688,688,1,9,1405,"PREFEITURA MUNICIPAL DE LAGOA DE DENTRO","201102",FALSE,"LAGOA DE DENTRO",688,FALSE,1
689,689,1,9,1415,"PREFEITURA MUNICIPAL DE LAGOA SECA","201103",FALSE,"LAGOA SECA",689,FALSE,1
690,690,1,9,1271,"PREFEITURA MUNICIPAL DE LASTRO","201104",FALSE,"LASTRO",690,FALSE,1
691,691,1,9,1344,"PREFEITURA MUNICIPAL DE LIVRAMENTO","201105",FALSE,"LIVRAMENTO",691,FALSE,1
5,5,1,2,5566,"AGENCIA DE REGULACAO DO ESTADO DA PARAIBA - ARPB","0",FALSE,"PARAIBA",5,FALSE,2
568,568,1,8,5566,"LOTERIA DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",568,FALSE,2
4487,4487,1,13,5566,"CORPO DE BOMBEIROS MILITAR","0",FALSE,"PARAIBA",4487,FALSE,2
466,466,1,13,5566,"GABINETE DO VICE-GOVERNADOR","0",FALSE,"PARAIBA",466,FALSE,2
15672,15672,1,13,5566,"SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","0",FALSE,"PARAIBA",15672,FALSE,2
831,831,1,13,5566,"SECRETARIA DE ESTADO DO ACOMPANHAMENTO DA ACAO GOVERNAMENTAL","0",FALSE,"PARAIBA",831,FALSE,2
244,244,1,13,5566,"CASA CIVIL DO GOVERNADOR","0",FALSE,"PARAIBA",244,FALSE,2
303,303,1,5,5566,"FUNDACAO CASA DE JOSE AMERICO","0",FALSE,"PARAIBA",303,FALSE,2
565,565,1,10,5566,"LABORATORIO INDUSTRIAL FARMACEUTICO DO ESTADO DA PARAIBA S/A","0",FALSE,"PARAIBA",565,FALSE,2
293,293,1,13,5566,"ENCARGOS GERAIS DA SECRETARIA DA FINANCAS","0",FALSE,"PARAIBA",293,FALSE,2
292,292,1,10,5566,"EMPRESA RADIO TABAJARA DA PARAIBA S/A (EM LIQUIDACAO)","0",FALSE,"PARAIBA",292,FALSE,2
340,340,1,6,5566,"FUNDO DE COMBATE E ERRADICACAO DA POBREZA","0",FALSE,"PARAIBA",340,FALSE,2
344,344,1,6,5566,"FUNDO DE DESENVOLVIMENTO DO ESTADO","0",FALSE,"PARAIBA",344,FALSE,2
354,354,1,6,5566,"FUNDO ESPECIAL DA DEFENSORIA PUBLICA","0",FALSE,"PARAIBA",354,FALSE,2
355,355,1,6,5566,"FUNDO ESPECIAL DE DESENV. RECURSOS HUMANOS DA ESPEP","0",FALSE,"PARAIBA",355,FALSE,2
341,341,1,6,5566,"FUNDO DE DESENVOLVIMENTO AGROPECUARIO DA PARAIBA","0",FALSE,"PARAIBA",341,FALSE,2
346,346,1,6,5566,"FUNDO DE INCENTIVO A CULTURA AUGUSTO DOS ANJOS","0",FALSE,"PARAIBA",346,FALSE,2
358,358,1,6,5566,"FUNDO ESPECIAL DO CORPO DE BOMBEIROS","0",FALSE,"PARAIBA",358,FALSE,2
363,363,1,6,5566,"FUNDO ESTADUAL DE CIENCIA E TECNOLOGIA","0",FALSE,"PARAIBA",363,FALSE,2
366,366,1,6,5566,"FUNDO ESTADUAL DE RECURSOS HIDRICOS","0",FALSE,"PARAIBA",366,FALSE,2
335,335,1,6,5566,"FUNDO DE APOIO AO DESENVOLVIMENTO INDUSTRIAL DA PARAIBA","0",FALSE,"PARAIBA",335,FALSE,2
368,368,1,6,5566,"FUNDO INDUSTRIALIZACAO DO ESTADO DA PARAIBA","0",FALSE,"PARAIBA",368,FALSE,2
351,351,1,6,5566,"FUNDO DE RECUPERACAO DOS PRESIDIARIOS","0",FALSE,"PARAIBA",351,FALSE,2
357,357,1,6,5566,"FUNDO ESPECIAL DE SEGURANCA PUBLICA","0",FALSE,"PARAIBA",357,FALSE,2
550,550,1,8,5566,"INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO DA PARAIBA","0",FALSE,"PARAIBA",550,FALSE,2
549,549,1,2,5566,"INSTITUTO DE TERRAS E PLANEJAMENTO AGRICOLA DA PARAIBA","0",FALSE,"PARAIBA",549,FALSE,2
3254,3254,1,6,5566,"FUNDO DE APOIO AO DESENVOLVIMENTO DA ADMINISTRACAO TRIBUTARIA","0",FALSE,"PARAIBA",3254,FALSE,2
364,364,1,6,5566,"FUNDO ESTADUAL DE DEFESA DOS DIREITOS DO CONSUMIDOR","0",FALSE,"PARAIBA",364,FALSE,2
362,362,1,6,5566,"FUNDO ESTADUAL DE ASSISTENCIA SOCIAL","0",FALSE,"PARAIBA",362,FALSE,2
361,361,1,6,5566,"FUNDO ESTADUAL DA CRIANCA  E DO ADOLESCENTE","0",FALSE,"PARAIBA",361,FALSE,2
365,365,1,6,5566,"FUNDO ESTADUAL DE PROTECAO DO MEIO AMBIENTE","0",FALSE,"PARAIBA",365,FALSE,2
360,360,3,6,5566,"FUNDO ESPECIAL DO PODER JUDICIARIO","0",FALSE,"PARAIBA",360,FALSE,2
53408,53408,4,6,5566,"FUNDO ESPECIAL DE PROTECAO DOS BENS, VALORES E INTERESSES DIFUSOS","0",FALSE,"PARAIBA",53408,FALSE,2
359,359,4,6,5566,"FUNDO ESPECIAL DO MINISTERIO PUBLICO","0",FALSE,"PARAIBA",359,FALSE,2
345,345,5,6,5566,"FUNDO DE FISCALIZACAO ORCAMENTARIA E FINANCEIRA MUNICIPAL","0",FALSE,"PARAIBA",345,FALSE,2
209,209,2,3,1264,"CAMARA MUNICIPAL DE SAO JOSE DE PIRANHAS","101188",FALSE,"SAO JOSE DE PIRANHAS",209,FALSE,1
705,705,1,9,1319,"PREFEITURA MUNICIPAL DE MATUREIA","201119",FALSE,"MATUREIA",705,FALSE,1
